Gene,AJ2,AJ3,AJ4,AN2,AN3,AN4
Spis22279,0,0,2,1,2,0
Spis22280,48,26,119,51,34,38
Spis22281,0,1,1,2,1,1
Spis22282,0,0,0,1,0,0
Spis22283,15,8,89,24,14,31
Spis22284,60,31,367,147,61,97
Spis22285,8,4,15,7,7,8
Spis22286,144,74,376,164,108,140
Spis22287,72,81,276,125,77,86
Spis22288,10,16,54,21,9,22
Spis22289,136,74,271,166,80,94
Spis22290,40,28,104,36,32,58
Spis22291,0,4,19,1,1,2
Spis22292,13,4,81,10,12,21
Spis22293,0,1,34,4,2,11
Spis22294,58,28,96,81,28,28
Spis22295,21,23,178,54,31,44
Spis22296,30,33,94,47,31,45
Spis22297,12,11,21,11,7,8
Spis22298,2,0,0,0,0,0
Spis22299,9,15,22,20,15,17
Spis22300,10,13,50,27,5,20
Spis22301,33,20,62,41,18,34
Spis22302,36,21,57,22,12,21
Spis22303,0,0,0,0,0,0
Spis22304,25,18,82,37,17,17
Spis22305,86,45,227,94,84,78
Spis22306,1073,567,2450,1072,680,806
Spis22307,36,28,87,31,23,39
Spis22308,40,20,81,44,25,36
Spis22309,40,23,97,52,23,20
Spis22310,21,19,47,14,14,7
Spis22311,50,33,116,57,42,30
Spis22312,3,3,5,4,1,1
Spis22313,0,0,0,0,0,0
Spis22314,10,9,23,17,9,15
Spis22315,7,11,13,9,4,4
Spis22316,3,0,1,5,0,0
Spis22317,81,47,157,73,35,40
Spis22318,9,7,23,2,0,6
Spis22319,15,14,82,18,9,36
Spis22320,13,15,65,23,8,11
Spis22321,0,0,0,0,0,1
Spis22322,519,163,1347,339,224,444
Spis22323,0,2,5,2,1,1
Spis22324,0,2,0,1,2,0
Spis22325,6,8,19,20,8,3
Spis22326,21,14,36,21,15,16
Spis22327,0,0,1,0,1,0
Spis22328,10,2,6,5,3,6
Spis22329,1,0,2,2,1,0
Spis22330,7,1,17,7,2,4
Spis22331,148,126,453,228,141,180
Spis22332,141,78,307,192,105,150
Spis22333,16,5,22,14,9,3
Spis22334,10,1,20,12,6,6
Spis22335,52,5,56,17,10,6
Spis22336,2812,695,4686,867,574,1045
Spis22337.t2,165,100,555,254,137,200
Spis22338,177,65,501,181,118,193
Spis22339,4,5,3,4,6,2
Spis22340,324,168,758,373,204,285
Spis22341,26,13,48,28,24,26
Spis22342,5,9,23,9,3,4
Spis22343,9,6,16,9,8,11
Spis22344,0,0,0,0,0,0
Spis22345,0,0,0,0,0,0
Spis22346,0,0,0,0,0,0
Spis22347,0,0,0,0,0,0
Spis22348,0,0,0,0,0,0
Spis22349,0,0,0,0,0,0
Spis22350,0,0,0,0,0,0
Spis22351,54,36,344,92,55,99
Spis22352,52,43,256,48,33,85
Spis22353,85,54,136,137,68,25
Spis22354,199,112,309,207,150,162
Spis22355,0,1,0,0,0,0
Spis22356,0,0,0,0,0,0
Spis22357,5,2,7,3,1,1
Spis22358,15,10,29,36,18,10
Spis22359,0,0,1,0,0,0
Spis22360,207,184,365,178,160,188
Spis22361,6,3,9,5,2,5
Spis22362,8,11,17,11,4,6
Spis22363,10,9,46,21,9,15
Spis22364,13,7,24,19,20,11
Spis22365,76,40,191,75,55,43
Spis22366,0,0,1,1,0,0
Spis22367,3,1,3,2,2,0
Spis22368,46,29,68,32,30,16
Spis22369,2,0,4,2,1,0
Spis22370,0,0,0,0,0,0
Spis22371,3,1,3,2,0,1
Spis22372,0,0,1,1,0,1
Spis22373,0,0,0,1,0,0
Spis22374,92,44,257,131,71,105
Spis22375,0,2,9,5,3,4
Spis22376,0,0,0,0,0,0
Spis22377,1,1,4,4,5,2
Spis22378,51,27,79,28,25,34
Spis22379,1,0,0,0,0,1
Spis22380,0,0,0,2,0,0
Spis22381.t1,50,30,154,98,55,58
Spis22382,144,80,330,150,96,91
Spis22383,5,1,9,1,4,1
Spis22384,200,86,440,195,117,135
Spis22385,2,1,5,2,0,2
Spis22386,124,78,261,100,68,80
Spis22387,0,0,0,1,0,0
Spis22388,24,13,90,21,14,18
Spis22389,5,6,12,8,1,8
Spis22390,107,36,217,110,58,73
Spis22391,1,0,0,0,0,0
Spis22392,0,0,2,0,0,0
Spis22393,5,3,28,4,5,5
Spis22394,7,8,400,15,14,177
Spis22395,0,0,9,1,2,1
Spis22396,2,2,25,2,1,15
Spis22397,0,2,7,1,0,2
Spis22398,13,4,18,18,14,5
Spis22399,13,2,20,20,11,7
Spis22400,0,1,1,1,0,0
Spis22401,8,7,28,8,6,16
Spis22402,0,1,7,5,6,1
Spis22403,16,5,18,24,6,17
Spis22404,5,2,14,12,3,7
Spis22405,10,10,37,21,9,12
Spis22406,4,1,9,3,3,2
Spis22407,1,3,1,1,0,0
Spis22408,1,1,2,1,0,1
Spis22409,15,7,26,14,13,18
Spis22410,7,8,21,10,9,7
Spis22411,44,17,103,56,35,40
Spis22412,89,43,183,124,59,105
Spis22413,3,7,3,0,4,0
Spis22414,32,21,64,37,23,21
Spis22415,28,19,73,39,28,23
Spis22416,3,5,47,8,8,10
Spis22417,9,9,19,16,8,5
Spis22418,4,4,1,5,0,3
Spis22419,4,4,19,7,4,7
Spis22420,0,1,1,2,0,1
Spis22421,18,8,54,16,8,10
Spis22422,4,7,15,7,4,4
Spis22423,11,17,44,30,7,16
Spis22424,206,150,178,355,162,203
Spis22425,63,51,164,107,56,81
Spis22426,48,50,73,118,53,49
Spis22427,1657,723,3871,1222,711,1400
Spis22428,0,0,0,0,0,0
Spis22429,1,0,1,0,0,0
Spis22430,0,0,0,0,0,0
Spis22431,1,0,0,0,0,0
Spis22432,0,0,0,0,0,0
Spis22433,2,1,15,5,2,6
Spis22434,13,14,76,9,16,21
Spis22435,0,0,0,0,0,0
Spis22436,25,21,44,20,24,33
Spis22437,130,56,258,146,81,93
Spis22438,2,5,6,2,0,5
Spis22439,22,12,23,23,14,10
Spis22440,2,1,2,4,3,1
Spis22441,4,2,2,7,11,2
Spis22442,67,28,156,81,33,19
Spis22443.t1,39,8,34,24,12,20
Spis22444,34,19,36,21,22,18
Spis22445,145,95,299,155,124,119
Spis22446,171,76,331,200,106,111
Spis22447,85,37,177,69,45,98
Spis22448,68,35,195,65,47,84
Spis22449,45,34,109,60,37,57
Spis22450,30,25,34,31,9,8
Spis22451,0,0,2,0,0,0
Spis22452,123,87,314,102,69,133
Spis22453,39,18,66,22,17,30
Spis22454,619,417,1190,525,405,863
Spis22455,19,23,63,42,33,27
Spis22456,4,2,21,6,3,6
Spis22457,43,25,105,49,34,52
Spis22458,80,39,178,85,43,81
Spis22459,13,19,70,23,18,26
Spis22460,66,29,119,65,70,53
Spis22461,6,7,72,12,22,25
Spis22462,5,2,9,8,2,10
Spis22463,0,0,0,1,0,1
Spis22464,0,0,1,0,0,1
Spis22465,0,2,1,0,0,0
Spis22466,2,0,1,3,1,1
Spis22467,4,1,16,9,2,9
Spis22468,48,43,145,79,40,36
Spis22469,35,17,233,87,44,82
Spis22470,42,15,80,56,18,33
Spis22471,1,0,0,0,0,1
Spis22472,6,3,18,15,6,6
Spis22474,127,53,238,115,72,59
Spis22475,10,1,18,11,5,5
Spis22476.t1,35,23,68,20,29,34
Spis22477,0,0,1,0,1,0
Spis22478,0,0,2,0,0,0
Spis22479,2,0,4,1,0,2
Spis22480,4,0,2,2,1,2
Spis22481,0,1,0,0,0,2
Spis22482,0,0,0,0,0,0
Spis22483,0,0,1,3,3,0
Spis22484,3,6,15,3,6,7
Spis22485,204,119,487,186,130,215
Spis22486,250,144,515,259,150,175
Spis22487,54,43,135,86,63,47
Spis22488,19,24,70,38,17,29
Spis22489,36,34,60,41,23,36
Spis22490,19,13,31,27,8,16
Spis22491,1,1,6,4,0,0
Spis22492,31,7,83,33,25,27
Spis22493,0,1,0,0,0,0
Spis22494,7,1,2,4,3,1
Spis22495,26,19,63,31,20,22
Spis22496,97,79,340,160,112,150
Spis22497,138,93,258,157,95,98
Spis22498,4,3,26,7,8,4
Spis22499,7,5,20,11,13,8
Spis22500,7,2,9,2,0,4
Spis22501,0,1,7,4,3,2
Spis22502,2,0,4,9,3,1
Spis22503,0,0,1,0,0,0
Spis22504,7,7,70,26,5,8
Spis22505,6,9,28,19,6,5
Spis22506,2,0,2,4,4,1
Spis22507,10,16,113,30,9,24
Spis22508,108,44,244,145,65,81
Spis22509.t2,113,68,366,116,77,124
Spis22510,291,168,909,290,201,293
Spis22512,50,28,102,64,29,43
Spis22513,20,12,38,30,13,16
Spis22514,21,16,40,24,10,22
Spis22515,7,3,11,9,6,8
Spis22516,1,1,2,0,0,3
Spis22517,0,0,3,2,3,3
Spis22518,78,41,205,110,55,79
Spis22519,219,125,580,268,171,169
Spis22520,3,2,1,7,2,4
Spis22521,9,10,17,7,6,5
Spis22522,65,51,109,79,43,47
Spis22523,9,1,17,11,4,7
Spis22524,60,28,51,78,198,48
Spis22525,0,0,0,0,0,0
Spis22526,1,1,6,7,3,2
Spis22527,10,9,10,12,11,4
Spis22528,0,0,2,5,2,1
Spis22529,1,3,5,1,1,3
Spis22530,141,78,327,186,88,132
Spis22531.t1,51,18,120,39,25,42
Spis22532,13,4,40,8,9,12
Spis22533,0,2,3,2,2,1
Spis22534,0,0,2,0,2,0
Spis22535,0,0,0,0,0,0
Spis22536,1,0,0,2,0,0
Spis22537,0,1,2,2,1,1
Spis22538,0,0,0,0,0,0
Spis22539,10,11,13,5,2,4
Spis22540,4,7,8,7,1,6
Spis22541,0,0,0,0,0,0
Spis22542,0,0,0,0,0,0
Spis22543,278,171,789,361,191,243
Spis22544,0,0,1,1,0,0
Spis22545,0,0,1,1,0,0
Spis22546,4,1,8,1,4,1
Spis22547,3,6,53,6,6,25
Spis22548,36,21,63,48,16,36
Spis22549,33,30,99,36,19,36
Spis22550,55,31,106,82,55,41
Spis22551,2,0,3,1,2,1
Spis22552,476,351,1026,658,317,359
Spis22553,75,46,309,124,56,76
Spis22554,50,32,174,99,47,38
Spis22555,59,38,150,88,34,71
Spis22556,74,54,197,56,48,98
Spis22557,0,0,1,0,0,0
Spis22558,14,11,57,24,5,21
Spis22559,20,11,50,27,12,18
Spis22560,5,3,36,11,4,14
Spis22561,2,3,7,4,3,0
Spis22562,1,4,10,8,1,2
Spis22563,0,0,0,0,0,1
Spis22564,2,1,5,7,3,2
Spis22565,91,41,185,85,47,65
Spis22566.t1,608,272,1135,494,317,432
Spis22567,193,118,666,227,118,243
Spis22568,16,2,94,11,12,31
Spis22569,287,145,792,439,232,220
Spis22570,14,9,18,16,10,15
Spis22571,31,18,84,35,17,31
Spis22572,0,0,0,0,0,1
Spis22573,0,0,0,0,0,0
Spis22574,0,0,0,0,0,0
Spis22575,17,25,52,36,20,12
Spis22576,37,25,82,53,46,42
Spis22577,0,0,0,0,0,0
Spis22578,2,9,7,7,2,4
Spis22579,0,0,1,0,1,0
Spis22580,2,0,0,2,0,0
Spis22581,2,0,6,2,0,5
Spis22582,367,212,934,386,247,317
Spis22583,315,200,621,272,206,291
Spis22584,20,5,40,20,8,14
Spis22585,96,45,233,161,56,92
Spis22586,77,74,292,119,73,108
Spis22587,0,0,2,0,0,1
Spis22588,3,1,21,10,3,9
Spis22589,0,0,0,0,0,0
Spis22590,13,5,40,21,12,15
Spis22591,70,55,176,112,64,70
Spis22592,306,174,961,357,178,223
Spis22593,40,30,118,59,37,38
Spis22594,0,0,0,0,0,1
Spis22595,3,4,15,7,11,3
Spis22596,17,13,21,11,8,12
Spis22597,0,0,1,0,0,0
Spis22598,0,0,16,0,0,5
Spis22599,56,56,168,67,56,56
Spis22600,101,76,216,137,97,93
Spis22601,0,0,0,0,0,1
Spis22602,0,0,0,0,0,0
Spis22603,1,0,0,0,0,0
Spis22604,0,0,0,0,0,0
Spis22605,0,0,0,0,0,0
Spis22606,12,5,12,11,6,3
Spis22607,0,0,0,0,0,0
Spis22608,3,1,1,3,0,0
Spis22609,1,3,0,3,1,2
Spis22610,1,0,2,0,1,0
Spis22611,6,5,27,13,9,9
Spis22612,0,0,0,0,0,0
Spis22613,6,1,9,2,1,0
Spis22614,0,0,0,0,0,0
Spis22615,4,5,3,4,7,7
Spis22616,0,0,0,0,0,4
Spis22617,36,16,55,30,17,23
Spis22618,0,0,7,1,1,2
Spis22619,0,0,0,0,0,0
Spis22620,1,0,3,2,1,1
Spis22621,13,7,19,14,5,8
Spis22622,6,5,20,5,2,7
Spis22623,0,1,2,1,0,0
Spis22624,7,2,22,11,8,8
Spis22625,245,112,623,304,115,207
Spis22626,16,9,18,17,9,8
Spis22627,1,1,5,3,0,1
Spis22628,0,1,0,0,0,0
Spis22629,6,2,3,5,1,3
Spis22630,0,0,0,0,0,0
Spis22631,12,5,19,14,9,6
Spis22632,0,1,2,2,0,1
Spis22633,0,0,0,0,0,0
Spis22634,9,3,14,12,2,7
Spis22635,0,0,1,0,0,0
Spis22636,0,0,0,0,0,0
Spis22637,13,8,48,12,8,13
Spis22638,17,14,72,43,19,31
Spis22639,0,1,0,0,0,0
Spis22640,135,118,474,223,113,147
Spis22641,77,49,166,77,39,78
Spis22642,3,2,11,5,1,1
Spis22643,1,0,7,4,4,6
Spis22644,0,0,2,0,0,1
Spis22645,17,10,14,12,7,14
Spis22646,4,9,23,7,3,6
Spis22647,1,0,1,0,0,0
Spis22648,0,0,0,0,0,0
Spis22649,2,3,14,4,5,3
Spis22650,2,3,27,11,10,8
Spis22651,2,0,2,2,0,0
Spis22652.t1,101,51,192,86,66,101
Spis22653.t1,395,226,908,558,345,343
Spis22654,75,46,247,89,49,84
Spis22655,73,53,293,92,59,92
Spis22656,84,48,213,107,38,95
Spis22657,37,16,114,47,22,27
Spis22658,109,47,358,102,89,95
Spis22659,13,12,47,33,18,15
Spis22660,537,300,1375,749,250,511
Spis22661,2,0,0,0,0,1
Spis22662,2,0,1,0,0,0
Spis22663.t1,22,25,141,42,33,31
Spis22664,2,1,7,12,6,2
Spis22665,62,26,117,62,30,40
Spis22666,55,45,105,47,35,38
Spis22667,2,3,24,1,4,7
Spis22668,0,1,11,3,3,1
Spis22669,5,1,17,11,5,2
Spis22670,4,6,1,3,11,0
Spis22671,18,9,31,23,14,14
Spis22672,80,52,241,110,55,96
Spis22673,2,1,2,0,0,0
Spis22674,0,0,0,0,1,0
Spis22675,1,0,0,1,2,0
Spis22676,34,25,70,53,22,44
Spis22677,9,3,17,7,2,10
Spis22678,11,12,47,20,8,17
Spis22679,28,18,61,23,27,33
Spis22680,49,26,124,49,30,59
Spis22681.t1,22,20,63,17,13,23
Spis22682,1,0,0,0,0,0
Spis22683,15,9,31,16,4,13
Spis22684,1,1,4,0,0,1
Spis22685,13,14,15,19,8,7
Spis22686,3,0,6,3,0,0
Spis22687,1,2,10,3,4,0
Spis22688,2,2,3,7,0,4
Spis22689,0,0,0,0,0,0
Spis22690,0,0,0,0,0,0
Spis22691,27,5,33,13,6,11
Spis22692,118,84,250,160,85,99
Spis22693,23,15,44,18,18,9
Spis22694,0,0,4,0,0,1
Spis22695,2,2,1,1,1,0
Spis22696,95,46,255,78,87,76
Spis22697.t1,188,80,536,173,110,173
Spis22698,0,0,3,0,0,4
Spis22699,0,0,1,0,0,0
Spis22700,0,0,0,0,0,0
Spis22701,0,0,0,0,0,0
Spis22702,0,0,0,1,0,0
Spis22703,0,0,0,0,0,0
Spis22704,0,0,2,1,0,0
Spis22705,12,2,24,10,5,9
Spis22706,9,12,23,7,5,7
Spis22707,0,0,0,1,1,0
Spis22708,0,3,2,3,5,0
Spis22709,19,19,65,42,32,26
Spis22710,136,74,229,198,103,91
Spis22711,228,108,521,346,152,199
Spis22712,162,84,397,141,97,162
Spis22713,3,1,7,3,4,2
Spis22714,15,6,14,9,3,7
Spis22715,75,26,79,38,41,29
Spis22716,54,27,99,50,25,49
Spis22717,171,85,326,112,73,108
Spis22718,5,4,8,7,1,2
Spis22719,41,22,106,50,32,40
Spis22720,5,8,62,12,7,26
Spis22721,35,32,77,25,30,36
Spis22722,32,21,70,35,21,37
Spis22723.t2,486,200,888,595,232,391
Spis22724,28,25,54,30,26,25
Spis22725,421,197,1091,411,215,377
Spis22726,11,8,30,22,20,5
Spis22727,0,1,4,4,1,0
Spis22728,2,2,6,1,0,3
Spis22729,8,5,15,7,4,4
Spis22730,1,1,0,1,0,2
Spis22731,30,12,56,19,22,15
Spis22732,38,35,227,55,38,85
Spis22733,34,18,67,66,22,37
Spis22734,13,11,69,23,24,25
Spis22735,4,4,20,4,7,3
Spis22736,25,17,81,17,22,28
Spis22737,243,126,618,214,172,178
Spis22738,2,0,3,2,0,1
Spis22739.t1,20,23,139,15,11,42
Spis22740,35,23,139,40,38,21
Spis22741,0,0,0,0,0,0
Spis22742,8,12,25,23,7,10
Spis22743,0,2,0,0,0,0
Spis22744,0,0,0,0,0,0
Spis22745,14,9,19,3,5,1
Spis22746,0,0,1,0,0,0
Spis22747,0,0,0,0,0,1
Spis22748,251,167,747,351,143,228
Spis22749,596,246,1137,783,476,422
Spis22750,8,6,27,29,12,18
Spis22751,28,20,65,19,19,17
Spis22752,388,164,738,290,230,361
Spis22753,97,61,253,96,78,122
Spis22754,18,4,24,8,7,4
Spis22755,39,18,134,51,26,58
Spis22756,192,100,539,180,119,183
Spis22757.t1,25,16,75,23,23,35
Spis22758,11,8,49,10,7,15
Spis22759,0,0,0,0,0,0
Spis22760,13,2,22,13,1,12
Spis22761,6,5,8,4,2,5
Spis22762,11,8,12,9,15,7
Spis22763,20,8,36,34,15,7
Spis22764,2,3,8,4,2,5
Spis22765,9419,8376,4376,7204,10069,9132
Spis22766,4,2,5,7,0,2
Spis22767,0,0,0,0,0,0
Spis22768,0,0,0,0,0,0
Spis22769,0,0,2,0,0,0
Spis22770,34,24,60,57,29,16
Spis22771,2,1,1,2,2,1
Spis22772,5,0,4,2,4,0
Spis22773,1,1,0,2,2,0
Spis22774,0,0,0,1,0,0
Spis22775,31,23,47,50,21,30
Spis22776,0,0,2,0,1,2
Spis22777,4,4,15,7,5,3
Spis22778,0,0,1,0,1,1
Spis22779,0,2,2,2,0,0
Spis22780,0,0,0,0,0,0
Spis22781,1,0,0,0,0,0
Spis22782,0,0,0,0,0,0
Spis22783,0,0,0,0,0,0
Spis22784,0,0,0,0,0,0
Spis22785,1,0,0,1,1,0
Spis22786,49,58,152,105,59,43
Spis22787,33,15,23,39,29,5
Spis22788,1,1,6,1,1,5
Spis22789,1,1,75,6,3,14
Spis22790,0,0,1,0,0,1
Spis22791,0,1,32,1,8,13
Spis22792,0,0,0,0,0,0
Spis22793,0,0,0,0,0,0
Spis22794,0,3,50,4,5,7
Spis22795,3,4,45,5,6,15
Spis22796,26,10,42,15,10,16
Spis22797,1,1,52,6,4,14
Spis22798,6,4,70,5,5,14
Spis22799,0,0,0,0,0,0
Spis22800,8,8,110,8,9,35
Spis22801,13,13,221,26,28,84
Spis22802,4,3,16,3,1,4
Spis22803,13,8,17,22,9,21
Spis22804,3,1,1,0,0,1
Spis22805,6,0,10,9,3,5
Spis22806,26,21,67,37,15,15
Spis22807,7,8,38,16,7,15
Spis22808,0,0,1,1,0,1
Spis22809,1,1,1,1,1,1
Spis22810,4,1,3,1,0,0
Spis22811,0,0,0,0,0,0
Spis22812,0,0,0,0,0,0
Spis22813,0,0,0,0,0,0
Spis22814,0,0,0,0,0,0
Spis22815,6,4,24,12,5,8
Spis22816,49,37,117,66,50,45
Spis22817,1,1,9,6,1,2
Spis22818,0,0,0,0,0,0
Spis22819,481,175,1214,685,308,364
Spis22820,13,6,5,18,12,4
Spis22821,264,124,432,228,161,150
Spis22822,11,6,11,6,2,4
Spis22823,1,1,9,3,2,4
Spis22824,5,5,8,9,5,2
Spis22825,46,28,121,92,40,43
Spis22826,10,8,32,10,9,10
Spis22827,0,0,0,0,0,0
Spis22828,25,12,73,19,23,25
Spis22829,6,1,10,1,3,4
Spis22830.t2,112,42,213,144,91,105
Spis22831,0,0,0,0,1,0
Spis22832,0,2,1,0,1,1
Spis22833,0,0,0,1,0,0
Spis22834,6,6,15,6,3,6
Spis22835,0,0,1,0,0,0
Spis22836,13,10,24,12,5,21
Spis22837,0,0,0,0,0,1
Spis22838,1,1,6,4,8,6
Spis22839,3,0,1,1,2,3
Spis22840,0,0,2,1,1,0
Spis22841,3,3,6,4,2,1
Spis22842,13,6,51,28,9,18
Spis22843,188,53,176,74,58,57
Spis22844,0,0,0,0,1,2
Spis22845,5,3,10,3,2,3
Spis22846,16,8,35,16,14,13
Spis22847,0,0,0,0,0,0
Spis22848,23,16,57,37,20,19
Spis22849,10,15,20,35,14,8
Spis22850.t1,24,17,60,54,22,32
Spis22851,1,0,4,0,1,0
Spis22852,0,1,1,0,0,1
Spis22853,10,12,28,12,9,20
Spis22854,2,1,2,0,1,3
Spis22855,0,0,0,1,0,0
Spis22856,1,0,0,0,0,0
Spis22857,172,137,644,174,123,226
Spis22858,0,0,0,0,0,0
Spis22859,0,0,1,0,0,0
Spis22860,12,9,14,9,4,9
Spis22861,112,55,229,119,68,75
Spis22862,7,2,3,7,0,3
Spis22864,8,1,2,18,8,1
Spis22865,19,14,14,23,10,9
Spis22866,134,48,296,168,94,92
Spis22867,7,2,8,6,2,1
Spis22868,23,11,106,25,13,24
Spis22869,0,0,0,0,0,0
Spis22870,0,1,0,0,0,0
Spis22871,0,0,0,3,1,0
Spis22872,4,2,35,18,11,12
Spis22873,8,4,11,13,6,1
Spis22874,0,0,7,0,0,1
Spis22875,1,0,14,5,4,9
Spis22876,1,4,12,8,4,1
Spis22877,274,183,432,263,139,194
Spis22878,59,18,91,63,18,28
Spis22879,50,36,102,81,48,29
Spis22880,23,23,85,53,23,38
Spis22881,4,3,9,8,1,2
Spis22882,13,11,30,25,20,11
Spis22883,0,0,0,0,0,0
Spis22884,3,0,7,1,0,1
Spis22885,0,1,0,4,2,0
Spis22886,21,9,62,19,9,20
Spis22887,915,646,2056,1058,651,834
Spis22888,39,26,116,46,28,49
Spis22889,6,5,26,13,6,6
Spis22890,0,0,0,0,0,0
Spis22891,0,0,0,0,0,0
Spis22892,32,21,37,22,13,6
Spis22893,30,1,21,7,4,2
Spis22894,616,167,1078,370,170,270
Spis22895,23,7,22,13,9,7
Spis22896,6,2,14,3,1,6
Spis22897,0,1,3,0,0,0
Spis22898,1,0,0,0,1,0
Spis22899,0,0,0,0,0,0
Spis22900,110,67,246,101,57,97
Spis22901,0,3,0,0,0,0
Spis22902,1,0,1,0,0,1
Spis22903,5,6,44,18,8,10
Spis22904,80,68,263,111,78,68
Spis22905,2,1,7,4,1,4
Spis22906,0,0,2,3,0,1
Spis22907,34,19,124,43,30,34
Spis22908,0,0,0,0,0,0
Spis22909,0,0,0,0,0,0
Spis22910,39,16,111,58,23,38
Spis22911,12,7,43,9,20,9
Spis22912,0,0,0,0,0,0
Spis22913,23,18,52,31,18,24
Spis22914,21,12,61,34,18,20
Spis22915,1,2,0,0,0,0
Spis22916,11,13,35,14,3,12
Spis22917,1,0,8,0,1,5
Spis22918,73,66,201,95,67,106
Spis22919,73,43,141,72,48,46
Spis22920,2,2,23,11,8,9
Spis22921,10,9,9,11,10,5
Spis22922,8,4,11,2,2,4
Spis22923,15,11,26,11,10,4
Spis22924,10,7,9,18,6,5
Spis22925,23,18,59,18,7,16
Spis22926,23,16,42,30,15,34
Spis22927,2,0,3,1,2,1
Spis22928,11,6,27,15,5,7
Spis22929,0,1,3,2,3,1
Spis22930,7,4,12,12,2,4
Spis22931,0,0,0,1,0,0
Spis22932,161,89,438,194,87,148
Spis22933,60,35,121,72,51,51
Spis22934,0,2,1,1,1,0
Spis22935,11,11,18,17,13,5
Spis22936,19,12,29,22,20,18
Spis22937,14,2,35,17,15,7
Spis22938,14,3,36,19,5,13
Spis22939,8,2,17,12,7,7
Spis22940,0,0,0,0,0,0
Spis22941,4,0,5,1,1,0
Spis22942,1,3,17,6,1,2
Spis22943,8,8,47,18,10,13
Spis22944,30,15,47,22,9,27
Spis22945,6,6,18,10,6,6
Spis22946,0,0,0,0,0,0
Spis22947,0,0,0,0,0,0
Spis22948,7,7,4,10,8,1
Spis22949,0,0,1,0,0,0
Spis22950,0,1,0,0,1,0
Spis22951,30,19,56,28,17,16
Spis22952,23,36,63,40,28,39
Spis22953,4,6,19,20,10,14
Spis22954,0,1,2,1,0,0
Spis22955,3,7,21,9,6,4
Spis22956,5,5,10,5,4,6
Spis22957,0,0,0,0,0,0
Spis22958,2,0,4,1,0,1
Spis22959,2,2,3,3,1,3
Spis22960,0,0,0,0,0,0
Spis22961,4,6,16,8,0,8
Spis22962,102,48,251,130,60,69
Spis22963,0,1,3,2,1,0
Spis22964,2,0,1,0,5,0
Spis22965,8,8,9,8,5,1
Spis22966,19,6,44,23,18,9
Spis22967,1,2,1,3,2,0
Spis22968,59,28,90,64,44,61
Spis22969,0,3,1,2,1,0
Spis22970,1,0,0,0,0,0
Spis22971,3,5,4,7,1,0
Spis22972,0,0,0,0,0,0
Spis22973,5,1,5,0,0,2
Spis22974,65,51,177,61,45,62
Spis22975,0,0,0,0,0,0
Spis22976,152,96,357,179,107,107
Spis22977,68,60,231,123,65,78
Spis22978,0,0,0,0,0,1
Spis22979,8,0,10,9,5,5
Spis22980,1,2,0,1,0,3
Spis22981,0,0,0,1,0,1
Spis22982,1,0,0,1,2,1
Spis22983,34,22,49,50,21,17
Spis22984,11,9,34,14,6,13
Spis22985,1,1,3,5,2,1
Spis22986,7,3,3,2,1,0
Spis22987,143,63,419,183,79,118
Spis22988,4,6,8,2,2,4
Spis22989.t1,15,5,30,15,10,27
Spis22990,8,5,27,6,0,10
Spis22991,45,22,114,43,15,34
Spis22992,26,20,70,22,21,36
Spis22993,2,3,3,1,1,2
Spis22994,0,0,1,0,0,0
Spis22995,0,0,0,0,0,0
Spis22996,64,3,40,14,9,7
Spis22997,67,41,74,49,26,33
Spis22998,7,0,7,7,6,6
Spis22999,0,0,0,0,0,0
Spis23000,364,132,446,354,173,135
Spis23001,24,10,23,22,16,16
Spis23002,6,3,11,5,4,4
Spis23003,26,15,37,21,13,21
Spis23004,4,2,4,3,1,5
Spis23005,2,1,5,1,1,1
Spis23006,7,5,9,5,6,3
Spis23007,0,0,2,0,0,0
Spis23008,2,1,2,4,4,1
Spis23009,26,9,70,20,11,21
Spis23010,10,4,27,5,8,9
Spis23011,7,0,14,11,3,4
Spis23012,4,11,19,18,10,9
Spis23013,1,0,1,4,1,0
Spis23014,39,35,127,45,35,50
Spis23015,298,193,864,420,252,344
Spis23016,134,99,729,261,122,226
Spis23017,11,8,27,14,12,9
Spis23018,0,1,0,0,0,0
Spis23019,0,0,9,0,1,0
Spis23020,13,6,29,12,6,9
Spis23021,0,0,0,0,0,1
Spis23022,0,0,0,0,0,0
Spis23023,141,55,362,256,142,147
Spis23024,1,1,15,3,0,3
Spis23025,12,12,28,20,12,8
Spis23026,19,6,23,11,4,7
Spis23027,3,3,9,8,2,5
Spis23028,1,1,5,1,1,1
Spis23029,139,48,292,169,91,115
Spis23030,463,279,1170,519,364,451
Spis23031,130,72,307,131,67,137
Spis23032,5,5,19,10,6,2
Spis23033,0,0,0,0,0,0
Spis23034,0,0,0,0,0,0
Spis23035,11,6,26,12,10,9
Spis23036,0,0,0,0,0,0
Spis23037,3,0,9,3,2,6
Spis23038,0,0,0,0,2,0
Spis23039,0,0,0,0,0,0
Spis23040,0,0,0,1,0,0
Spis23041,2,5,11,14,5,2
Spis23042,12,7,16,11,12,8
Spis23043,0,0,0,0,0,0
Spis23044,32,23,68,57,25,23
Spis23045,0,0,0,0,0,0
Spis23046,0,0,1,0,2,0
Spis23047,1,2,4,1,0,0
Spis23048,0,0,0,0,0,1
Spis23049,0,0,1,0,0,0
Spis23050,7,1,14,6,5,4
Spis23051,3,1,28,17,6,11
Spis23052,6,0,7,8,5,4
